1, 0
2, 1
3, 2
4, 5
5, 7
6, 12
7, 15
8, 22
9, 26
10, 35
11, 40
12, 51
13, 57
14, 70
15, 77
16, 92
17, 100
18, 117
19, 126
20, 145
21, 155
22, 176
23, 187
24, 210
25, 222
26, 247
27, 260
28, 287
29, 301
30, 330
31, 345
32, 376
33, 392
34, 425
35, 442
36, 477
37, 495
38, 532
39, 551
40, 590
41, 610
42, 651
43, 672
44, 715
45, 737
46, 782
47, 805
48, 852
49, 876
50, 925
51, 950
52, 1001
53, 1027
54, 1080
55, 1107
56, 1162
57, 1190
58, 1247
59, 1276
60, 1335
61, 1365
62, 1426
63, 1457
64, 1520
65, 1552
66, 1617
67, 1650
68, 1717
69, 1751
70, 1820
71, 1855
72, 1926
73, 1962
74, 2035
75, 2072
76, 2147
77, 2185
78, 2262
79, 2301
80, 2380
81, 2420
82, 2501
83, 2542
84, 2625
85, 2667
86, 2752
87, 2795
88, 2882
89, 2926
90, 3015
91, 3060
92, 3151
93, 3197
94, 3290
95, 3337
96, 3432
97, 3480
98, 3577
99, 3626
100, 3725
101, 3775
102, 3876
103, 3927
104, 4030
105, 4082
106, 4187
107, 4240
108, 4347
109, 4401
110, 4510
111, 4565
112, 4676
113, 4732
114, 4845
115, 4902
116, 5017
117, 5075
118, 5192
119, 5251
120, 5370
121, 5430
122, 5551
123, 5612
124, 5735
125, 5797
126, 5922
127, 5985
128, 6112
129, 6176
130, 6305
131, 6370
132, 6501
133, 6567
134, 6700
135, 6767
136, 6902
137, 6970
138, 7107
139, 7176
140, 7315
141, 7385
142, 7526
143, 7597
144, 7740
145, 7812
146, 7957
147, 8030
148, 8177
149, 8251
150, 8400
151, 8475
152, 8626
153, 8702
154, 8855
155, 8932
156, 9087
157, 9165
158, 9322
159, 9401
160, 9560
161, 9640
162, 9801
163, 9882
164, 10045
165, 10127
166, 10292
167, 10375
168, 10542
169, 10626
170, 10795
171, 10880
172, 11051
173, 11137
174, 11310
175, 11397
176, 11572
177, 11660
178, 11837
179, 11926
180, 12105
181, 12195
182, 12376
183, 12467
184, 12650
185, 12742
186, 12927
187, 13020
188, 13207
189, 13301
190, 13490
191, 13585
192, 13776
193, 13872
194, 14065
195, 14162
196, 14357
197, 14455
198, 14652
199, 14751
200, 14950
201, 15050
202, 15251
203, 15352
204, 15555
205, 15657
206, 15862
207, 15965
208, 16172
209, 16276
210, 16485
211, 16590
212, 16801
213, 16907
214, 17120
215, 17227
216, 17442
217, 17550
218, 17767
219, 17876
220, 18095
221, 18205
222, 18426
223, 18537
224, 18760
225, 18872
226, 19097
227, 19210
228, 19437
229, 19551
230, 19780
231, 19895
232, 20126
233, 20242
234, 20475
235, 20592
236, 20827
237, 20945
238, 21182
239, 21301
240, 21540
241, 21660
242, 21901
243, 22022
244, 22265
245, 22387
246, 22632
247, 22755
248, 23002
249, 23126
250, 23375
251, 23500
252, 23751
253, 23877
254, 24130
255, 24257
256, 24512
257, 24640
258, 24897
259, 25026
260, 25285
261, 25415
262, 25676
263, 25807
264, 26070
265, 26202
266, 26467
267, 26600
268, 26867
269, 27001
270, 27270
271, 27405
272, 27676
273, 27812
274, 28085
275, 28222
276, 28497
277, 28635
278, 28912
279, 29051
280, 29330
281, 29470
282, 29751
283, 29892
284, 30175
285, 30317
286, 30602
287, 30745
288, 31032
289, 31176
